date,title
1987-07-10,Oil Prices Top 21 A Barrel After Attack On Supertanker 
1987-07-10,Oil Tops 21 As Tension Rises In Persian Gulf 
1987-07-10,Saudis Set To Push For Us20 Oil Price 
1987-07-11,Mom Sure Shes Ouisiae Working On On Her Skin Cancer 
1987-07-11,Oil Prices Up But Market Might Not Follow 
1987-07-11,Wall Street Remains Wary Over Oil Price Recovery 
1987-07-12,Feelings Mixed On On Continued Oil Sun July Mutiny Sunday 
1987-07-13,Crude Oil Leak Follows Derailment 
1987-07-13,Derailed Train Spills 60000 Gallons Of Oil 
1987-07-13,I Pumping Up Gasoline Prices On The Rise 
1987-07-13,Oil Crunch An Opposing 
1987-07-13,Ship Losses In Tanker War OneThird All Wwii Sinkings 
1987-07-15,Irans Threats In Persian Gulf Boost Crude Oil To 22 Barrel 
1987-07-15,Oil Crunch An Opposing View 
1987-07-15,Oil Prices Top 22 After Attack In Gulf 
1987-07-15,Oil Spill Contaminates Salmon In Alaskan Area 
1987-07-15,Oil Stocks Are Still Drawing Favorable Recommendations 
1987-07-16,Analysts Expect Gasoline Prices To Rise Ion Display Now 
1987-07-16,Gas Consumption Soars With Rising Imports 
1987-07-16,Gas Demand Boosting Prices 
1987-07-16,Gulf War Pushes Oil Price Over 22 
1987-07-16,Oil Prices Climb Following Iraqi Attack 
1987-07-17,In Washington Oil Producers Continuing Attempts To Inflate 
1987-07-17,Oil Prices Remain Above 22 A Barrel 
1987-07-17,Oil Prices Rise With Gulf Fears 
1987-07-17,OilPrice Hike Could Raise Gas Prices Inflation 
1987-07-18,Gulf Tension Leads To Price Rise 
1987-07-18,Price Of Oil Stays At Peak 
1987-07-19,Higher Gas Prices Due 
1987-07-19,Nation Going Gasoline Happy 
1987-07-20,Nations Gasoline Prices Going Up 
1987-07-21,Chinese Oil Exports Decrease 
1987-07-22,Big Oil Keeps On Trying 
1987-07-22,Oil Futures Drop In Price 
1987-07-22,Oil Prices Drop Sharply 
1987-07-23,Oil Futures Prices Plunge 
1987-07-23,Oil Prices Ore Moving Upward 
1987-07-23,Oil Prices Up Slightly 
1987-07-27,Gasoline Prices Inching Upward 
1987-07-27,Gasoline Prices On Rise 
1987-07-27,Price Of Gasoline Creeping Upward 
1987-07-28,200 Gallons Of Oil Spilled On Roadway 
1987-07-28,Oil Prices Falling As ProfitTaking Continues 
1987-07-29,Damaged Tanker Docks At Terminal To Load Crude 
1987-07-29,Dow Sets Another Record Oil Prices Move Sharply Higher 
1987-07-29,Hostilities Spark Oil Price Increase 
1987-07-29,Stocks Set New Record Oil Prices Up Sharply 
1987-07-30,New Energj Crisis Looms Us Warned 
1987-07-31,Kuwaiti Tanker Move Sends Oil Up Barrel 
1987-08-01,Oil On The Rise Again 
1987-08-01,Oil Prices Anticipating More Trouble In Gulf 
1987-08-01,Opec Oil Output Up But Prices Remain Strong 
1987-08-02,Economic Scope Victoria The All Day Kw Expansion 
1987-08-02,Tankers May See World Of Change 
1987-08-03,Crude Prices Rise Sharply On Bad News 
1987-08-03,Tanker Us Ships Leave Persian Gulf 
1987-08-04,IranSaudi Tensions Push Prices 
1987-08-04,Middle East Tension Nushes Up The Cost Of Oil Un 
1987-08-04,Middle East Tensions Drive Prices Down 
1987-08-04,Mideast Events Hike Up Oil Prices 
1987-08-04,Mideast Rift Spurs Jump In Oil Prices 
1987-08-04,Nervous Buying Causes Quick Surge In Oil Prices 
1987-08-04,Oil Prices Dip Slightly As Fears Over Mideast Subside 
1987-08-04,Oil Prices Steady In Early Trading 
1987-08-05,Oil Prices Decline Stocks Move Down 
1987-08-05,Oil Prices Rise With Gulf Tension 
1987-08-06,Crude Oil Prices Slump 
1987-08-06,Oil Futures Prices Fall Despite Tensions 
1987-08-06,Oil Prices Still Sliding In Futures 
1987-08-06,Sharp Drop In Us Crude Prices 
1987-08-07,French Ban Importation Of Iranian Crude Oil 
1987-08-07,State Area Gas Prices Rising 
1987-08-08,Oil Prices Slip To Cap Wild Week Slides Under 21 After 
1987-08-08,Warning On Oversupply In Oil Market 
1987-08-09,Iran Imports To 612 Million 
1987-08-09,Price Of Oil Declines Id Ted Press New York The Oil 
1987-08-10,The Oil Price Increase Facts And Figures 
1987-08-11,Gulf Tensions Rise Convoy At Kuwait Britain To Send Mine 
1987-08-11,Us Fets Shoot Tensions Escalate In Gulf 
1987-08-12,Business Booming For Tankers OilBearing Vessels Throng 
1987-08-12,Oil Prices Rebound 
1987-08-12,Persian Gulf Shipping Booms 
1987-08-12,Shipping Booming Despite Gulf Tensions 
1987-08-13,Anxiety Crude Overproduction Spell Gloom For Oil Prices 
1987-08-13,Oil Pact Increases Irans Soviet Ties 
1987-08-13,Oil Prices Expected To Fall 
1987-08-14,OverProduction Stockpiling May Cause Oil Price Drop 
1987-08-15,Unleaded Gas Price Drops Nearly Penny 
1987-08-15,Unleaded Gasoline Prices Plummet 
1987-08-17,Unleaded Gasoline Price Dips 
1987-08-17,Worry About Oil Glut Drives Down Prices 
1987-08-18,Crude Oil Prices Dive 
1987-08-18,Crude Oil Prices Drop Below 20 Marl 
1987-08-19,Nicaragua Links Oil Shortage To Progress For Regional Peace 
1987-08-19,Nicaragua Links Oil Shortage To Progress On Peace Plan 
1987-08-19,Nicaragua Says Oil Shortage May Hurt Peace Plan 
1987-08-19,Oil Prices Take A Tumble 
1987-08-20,Fear Of Overproduction Drives Oil Prices Lower 
1987-08-20,Oil Glut Talk Hurts Prices 
1987-08-20,Oil Pipeline Plan Concern Of Lawmaker 
1987-08-20,Worries Of Oil Glut Drive Prices Lower 
1987-08-21,Crude Oil Prices Continue Plunge On World Market 
1987-08-22,Oil Prices Slide Below 9 Barrier 
1987-08-23,Crude Oil Prices Plunge Again Analysts Differ 
1987-08-24,Gas Prices Climbing 
1987-08-24,Us Crude Oil Prices Fall Below 47 Per Barrel 
1987-08-25,Crude Oil Prices Tumble 
1987-08-25,Opec Worries Send Oil Prices Lower 
1987-08-26,Oil Prices Drop Sharply In Volatile Trading 
1987-08-27,Oil Prices Rebound Limitedly 
1987-08-28,Prices Of Oil Futures Rise Sharply 
1987-08-29,Crude Oil Prices Close Lower 
1987-08-31,Buying North Sea Oil Keeps Quota Intact 
1987-09-01,Oil Prices Rise With Tensions 
1987-09-01,Oil Prices Up After Fighting 
1987-09-01,Oil Prices Up After Iraqi Shelling 
1987-09-02,Iran Attacks More Gulf Ships 
1987-09-02,Iran Nails Five Targets In Gulf 
1987-09-02,Iran Retaliates By Attacking Cargo Ships 
1987-09-02,Iranians Attack 5 Vessels In 24Hour Period 
1987-09-02,Iraq Iran Continue To Increase Attacks In Gulf 
1987-09-02,Iraq Reports Air Raids On Iran Ships 
1987-09-03,Convoy Leaves Kuwait As Gulf War Escalates 
1987-09-03,Gulf War Escalates 3 Tankers Begin Trip 
1987-09-03,International Us Warships Escort Tankers Reagan Says Iran 
1987-09-03,Iran Guards In Boats Hit Two Ships 
1987-09-03,Oil Prices Remain Stable 
1987-09-03,Tanker War Iran Attacks Italian Japanese Craft 
1987-09-03,Tankers In Gulf Un Chiefs Peace Trip Backed 
1987-09-03,War Escalation Iranian Speedboats Attack Five Ships Within 
1987-09-04,Gas Prices Rise 7 Cents In 2 Months 
1987-09-04,Opecs Output Above Ceiling 
1987-09-08,Paris Saudis Join Others In Opec Cheating 
1987-09-09,Iran Attacks Cypriot Tanker Iraq Libya Seek Peace In Gulf 
1987-09-09,Opec Tops Quotas Us Oil Below 19 
1987-09-09,Relax Restriction On Oil Output Says Shell Md 
1987-09-10,Oil Prices Recover After OneDay Decline 
1987-09-10,Tanker War Flares After Iraq Bombing Security Council It 
1987-09-11,Opec Members Cheat On Quotas But No Price Collapse Expected
1987-09-12,Opec Offensive To Defend The 18 Oil Price 
1987-09-14,Petroleum Consumption Increasing 
1987-09-15,Market Up In Modest Trading 
1987-09-16,Inventories Rise 
1987-09-17,Domestic Oil Production Plummets 
1987-09-18,Esso Malaysia Reports Less Profit 
1987-09-19,Upsurge In Edible Oils Unabated 
1987-09-21,Production Dips 
1987-09-22,Oil Futures Move Higher 
1987-09-24,Hell Chief Calls For End To Wholesale 
1987-09-25,Growing Steadily 
1987-09-26,Our Oil Reserves 
1987-09-28,Iran Oil Exports To Us On Rise Despite Tensions 
1987-09-28,Iraq Attacks Tankers Amid War War Warnings 
1987-09-28,Oil Continues To Seep From Sunken Ship 
1987-09-29,Iran Almost Doubles Oil Sales To Us 
1987-09-29,Iranian Attack Oil Tanker 
1987-09-30,Iraq Attacks Ship Off Iran 
1987-09-30,Lilt Iranian Wuuiu Affect Iranian Ranging Imports Crude 
1987-09-30,Rising Interest Rates Fuel Erratic Trading 
1987-09-30,World News Washington Vows To Attack More MineLayers In Gulf
1987-10-01,Both Iraq Iran Attack Tankers 
1987-10-01,Deseret If City In Our Opinion Us Must Not Help Iran By 
1987-10-01,Iran Iraq Both Attack Gulf Ships 
1987-10-01,Iran Iraq Claim Attacks On Tanker Ships 
1987-10-01,Iran Masses 20 Divisions For Attack 
1987-10-01,Iranian Boats Hit Pakistani Tankers 
1987-10-01,Iraq And Iran Trade Attacks On Tankers In Persian Gulf 
1987-10-01,Suspect Iranians In Attack On Ship By John Phillips 
1987-10-02,Iran Iraq Attack Tankers In Persian Gulf Captain Is Killed 
1987-10-02,World Briefs Iran Denies Direct Oil Sales 
1987-10-03,Iraqi Jets Iranian Warship Launch Fiery Attacks In Gulf 
1987-10-04,Giant Ship Hit In Iraq Jet Attack 
1987-10-05,Iraq Strikes Oil Targets Missiles Hit Baghdad Us 
1987-10-06,Crude Oil Flows 
1987-10-06,Iranian Missiles Hit Iraqi Capital 
1987-10-06,Iranian Missiles Strike Baghdad Iraqi Planes Hit Oil Targets 
1987-10-06,Iraq Strikes Iranian Oil Tankers Iran Hits Baghdad 
1987-10-06,Iraqi Jets Hit Worlds Largest Oil Tanker 
1987-10-06,Oil Prices Fall On Rumors 
1987-10-06,Us Chopper Crashes Ships Flee Gulf War 
1987-10-07,Oil Prices Take Plunge 
1987-10-08,Tanker Leaks Oil 
1987-10-08,Tanker Spills Tons Of Oil 
1987-10-09,Tanker Spills Oil In N Pacific Off Alaska After Severe Storm 
1987-10-10,Energy Futures Higher 
1987-10-10,Handful Of Us Firms Stay In Nicaragua 
1987-10-10,Opec President Is Optimistic About Stability Of Oil Prices 
1987-10-11,Some Us Businesses Still Operating In Nicaragua 
1987-10-11,Us Firms Continue Nicaragua Operations 
1987-10-12,Crude Oil Export Exemption Sought 
1987-10-12,Gasoline Costs Dip 
1987-10-13,Gasoline Price Dip May Be ShortLived 
1987-10-14,Govt Plans Further Cut In Crude Import Duty 
1987-10-14,Oil Demand Up Last Month 
1987-10-15,Unleaded Gasoline Demand Shows Rise 
1987-10-16,IRAN HITS USOWNED TANKER The Washington Post
1987-10-17,Gulf Anxiety Jacks Up Oil Prices 
1987-10-17,Gulf Troubles Send Crude Oil Futures Higher 
1987-10-17,Market Plummets 108 Points 
1987-10-17,Opec Gets Gulf Assurance On Market Stability 
1987-10-18,Gulf Incident Sparks Oil Metals Rally 
1987-10-19,New York Oil Prices Go Up Following Attack 
1987-10-19,West Texas Crude Higher 
1987-10-20,Investors Seek Safety In Gold 
1987-10-21,Royal Bank Expecting 20 Oil Price By The New Year 
1987-10-22,Gulf Well Spouting 1 00 Feet Into Air 
1987-10-22,Iranian Missile Hits Kuwaiti Oil Terminal 
1987-10-22,Petronas May Increase Crude Output 
1987-10-23,Iranian Missile Penetrates Kuwaiti Offshore Oil Terminal 
1987-10-23,Reagan Orders Ban On Imports From Iran In Response To Tanker 
1987-10-23,Reagan To Impose Iran Trade Ban 
1987-10-24,Reagan Plans To Place Ban On Iran Trade 
1987-10-25,Iranian Gunboat Hits Tanker Reagan Set To Ban Trade With Iran
1987-10-26,Orders Trade Ban On Iran 
1987-10-27,Us Bans Most Trade With Iran 
1987-10-27,Us Orders Ban On Imports From Iran 
1987-10-28,Energy Chief Predicts Iran Will Cut Oil Prices 
1987-10-28,Energy Chief Says Iran May Cut Oil Prices 
1987-10-28,Gas Futures Sill Increase 
1987-10-28,Iran Claims Aerial Counterattack In Iraq 
1987-10-28,Saudi King Foresees No Rise In Oil Price 
1987-10-29,Stonewall County Oil News 
1987-10-30,Heating Oil Shortage Claimed 
1987-10-30,Heating Oil Supply dangerously Low 
1987-10-31,Consumer Group Says Heating Oil Supply Is Getting 
1987-10-31,Heating Oil Shortage Looms Group Says 
1987-10-31,Heating Oil Supplies Low 
1987-11-01,Oil Company Pipelines Severed At Texas City About 3000 
1987-11-02,Japan Refuses To Join Embargo 
1987-11-02,Japan Wont Join Trade Bans On Iran Gulf War 
1987-11-03,Eoul Still Looking New Sources Of Oil 
1987-11-04,Crude Oil Prices Tumble Again 
1987-11-04,Local Crude Oil Prices To Rise 
1987-11-04,Oil Price Slide Goes On Lowest Level In Month 
1987-11-04,Oil Prices Fall Again Over Friction In Opec 
1987-11-05,Crude Oil Prices Drop Sharply 
1987-11-05,Iran Claims Attacks On Military Targets 
1987-11-05,Iran Sees No Hone For End Of Gulf War 
1987-11-05,Oil Prices Down Sharply 
1987-11-05,Worried Iranian Oilmen Visit Japan 
1987-11-06,Crude Oil Price Fall 
1987-11-06,Crude Prices Continue Fall 
1987-11-06,Iranian Speedboat Sets Us Operated Ship Afire 
1987-11-06,Opec Chief Unsure If Output Above Ceiling 
1987-11-07,Iranians Counter Oil Embargo 
1987-11-07,Oil Futures Fall In Week 
1987-11-08,Gulf War Is Heating Up 
1987-11-09,Lower Gas Prices Predicted 
1987-11-09,Modest Price Cuts Predicted At The Gasoline Pump 
1987-11-09,Price Of Oil At Its Lowest 
1987-11-10,Spot Crude Oil Prices Ease In Far East 
1987-11-11,Soviet Leader Loses Title And Suffers A Heart Problem 
1987-11-12,Crude Down Four Cents 
1987-11-12,Curb Us Consumption Not Irans Oil 
1987-11-12,Saudis Seek Steady Rise In Output 
1987-11-13,Iran Rejects Call Three Tankers Hit 
1987-11-13,Iraq Says Tanker Hit Iran Pledges To Fighl 
1987-11-13,Oil Prices Little Changed 
1987-11-14,Crude Oil Prices Static In Nervous Market 
1987-11-14,Iraq Claims Five Attacks 
1987-11-14,Iraqi Missile Hits Tugboat Kills Two In Third Attack 
1987-11-14,Oil Futures Edge Higher Refined Products Are Down 
1987-11-15,Black Gold Oil Shapes Character and History Of Our Fledgling State
1987-11-16,Cleanup From Tornadoes Begins 
1987-11-16,Iran Attacks Tanker Two Others In Gulf 
1987-11-16,Iran Attacks Us Owned Tanker Two Other Ships In Gulf 
1987-11-16,Iran Blasts UsManaged Supertanker 
1987-11-16,Iran Hits Us Supertanker By Richard Pyle 
1987-11-16,Iranians Attack Us Owned Tanker Two Others In Gulf 
1987-11-16,Iranians Attack Us Supertanker 
1987-11-17,Evacuations Fin Terror Reign As Killer Tornadoes Hammer 
1987-11-17,Futures Lower 
1987-11-17,Iranian Gunboats Attack Two AmericanOwned Tankers In Gulf
1987-11-17,Killer Tornadoes Devastate Southern States 
1987-11-17,Killer Tornadoes Pound 3 States 
1987-11-17,Oil Futures Skid In Light Trading 
1987-11-17,Oil Prices Fall 
1987-11-18,Oil Prices Fall Sharply 
1987-11-18,Oil Prices Plunge 
1987-11-19,Crude Oil Pricks Oitlook Uncertain 
1987-11-19,Oil Glut Hurts Opec Efforts To Lift Prices 
1987-11-19,Oil Industry Faces Production Woes 
1987-11-20,Oil Prices At Their Lowest Since April 
1987-11-20,Oil Production Costs Rise Activity Drops 
1987-11-21,Gasoline Changes To Cut Fumes Will Raise Prices In Northeast
1987-11-21,Spot Oil Prices Still Volatile 
1987-11-22,Continued Oil Glut Means Lower Prices 
1987-11-23,Japan Cuts Iranian Oil Imports 
1987-11-23,Oil And Troubled Waters 
1987-11-25,Dollars Drop Adds Weight To Calls For Opec Hike 
1987-11-25,Falling Dollar May Prompt Opec To Increase Oil Prices 
1987-11-25,Iraq Claims Raid On Tanker 
1987-11-25,Opec Debates Officially Raising Prices 
1987-11-26,Crude Oil Imports Up 
1987-11-26,Farmers And Ranchers Need To File For Fuel Refunds Now 
1987-11-27,Iran Frigate Shells Romania Ship Several Hits Reported 
1987-11-27,Iranian Frigate Shells Tanker 
1987-11-27,Iraqi Jets Hit Iranian Ship In Gulf 
1987-11-28,Two Iranian Tankers Reportedly Attacked Manama Bahrain Aim 
1987-11-28,Us Cruiser Nearly Fires On Jets Iraq Claims Ship Attack 
1987-11-29,A Trade Nemesis Reappears As Oil Imports Steadily Climb 
1987-12-01,Oil Prices Fall Monday In Face Of Call For Production Boost 
1987-12-01,Oil Prices Hinge On Meeting 
1987-12-01,Teheran Fails To Raise Oil Prices Other Arab Producers Act 
1987-12-02,Studies Predict High Costs For Methanol 
1987-12-03,Indias Crude Oil Bill Soars 
1987-12-03,Oil Prices Edge Higher 
1987-12-04,Dollar Fall And Opecs Position 
1987-12-04,Seige Of Persian Gulf Makes Alaskan Oil Production More 
1987-12-04,Tennessee Company To Buy Oil Refinery Putting 200 To Work
1987-12-07,Mokhtar Welcomes Production Rise For Crude Oil 
1987-12-09,Iran No Oil Parity For War Rival Iraq 
1987-12-10,Iran Threatens Opec With Oil Glut 
1987-12-10,Opec Has Its Doubts About Iranian Threat 
1987-12-10,Opec May Retain Oil Price 
1987-12-11,Iran Firm On Hiking Oil Costs 
1987-12-11,Opec Ministers To Tackle Oil Production Control Issue 
1987-12-11,Opec Rejects Demand For Price Hike 
1987-12-11,Opec To Tackle Oil Production Dispute 
1987-12-12,Iran Continues Demands For OilPrice Hike 
1987-12-13,Opec Set To Tackle Issue Of Oil Production Control 
1987-12-14,Oil Prices Drop In Europe As Opec Seeks Price Pact 
1987-12-15,International Opec Status Quo Shatters Oil Prices 
1987-12-15,Opec Talks May Lead To Drop In Oil Price 
1987-12-15,Weak Dollar Helps Push Gold Above 500 Briefly 
1987-12-16,New Strategy Needed Don Ineffective Use Of Oil Income 
1987-12-16,Oil Price Drop Wont Lower Heating Cost It If 
1987-12-16,Oil Prices Drop Again 
1987-12-17,Crude Oil Prices Lowest In A Year 
1987-12-17,Housing Rebounds Stocks Gain After News About Lower Oil Price
1987-12-17,Oil Price Dips To Below 16 Per Barrel 
1987-12-17,Oil Prices Continue Their Plunge 
1987-12-17,Oil Prices Go Down Markets Go Up 
1987-12-17,Oil Prices Plunge Below 15 
1987-12-17,Oil Prices Sink 
1987-12-17,Us Crude Prices Fall 
1987-12-17,Violence Increases Against Gulf Ships 
1987-12-18,Bond Prices Little Changed In Trading 
1987-12-18,CrudeOil Futures Off 
1987-12-18,Dropping Prices Shake Oil Industry 
1987-12-18,Fluctuating Prices Make Texas Oilmen Uneasy 
1987-12-18,Industry Alarmed By Oil Price Slide 
1987-12-18,Iranian Missiles Hit Tanker 
1987-12-18,Wild Session Sees Oil Prices Ride Wave 
1987-12-19,Iranians Attack Two Big Tankers 
1987-12-19,Navy Denies Escorting Attacked Tanker 
1987-12-19,Oil Futures Dip As Rally Fades 
1987-12-19,Unpredictable Price Slide Alarming To Oil Industry 
1987-12-19,Us Denies Tanker Escorted In Attack 
1987-12-20,Iran Ambushes Two Tankers 
1987-12-20,Opec Deadlock A Consumer Boon 
1987-12-21,Analysts See Opec Woes Bringing Big Consumer Savings 
1987-12-21,Domestic Oil Output Down In November 
1987-12-21,Gas Prices Up From Last Year 
1987-12-22,Analyst Predicts Prices Will Decrease At Pumps 
1987-12-22,Iraq Resumes Blitz Worlds Largest Tanker Others Hit 
1987-12-22,Oil Futures Mixed Us Grade Tumbles 
1987-12-23,Durables Orders Up Oil Frices Soar Lo Biggest 1 Day Gain 
1987-12-23,Stocks Drop ProfitTaking Oil Blamed 
1987-12-24,Iranian Attack Sets Afire OilLaden Norwegian Tanker 
1987-12-24,Iranians Attack Norwegian Tanker 
1987-12-25,Us Oil Price Likely To Be Volatile 
1987-12-26,The Bond Market Now Shifts Focus To Oil Prices 
1987-12-27,Oil Prices May Fall If Saudi Arabia Succumbs 
1987-12-28,Oil Prices Hold Despite Cold 
1987-12-29,Oil Futures Prices Down 
1987-12-30,Crude Oil Futures Slip 
1988-01-01,Us Crude Oil Slipped
1988-01-05,Another Oil Opportunity 
1988-01-08,Deadline Pushed Back For Crude Oil Refunds 
1988-01-08,Farmers Oil Refund Extended 
1988-01-09,Us Oil Production May Decline Further 
1988-01-11,Saudis Said Selling Oil Below Opec Price 
1988-01-12,Alaska May Have Passed Texas In Oil Production 
1988-01-12,Amoco Owes 85 Million For Oil Spill Judge Rules 
1988-01-12,Crude Oil Prices Crumble With Opec 
1988-01-12,Stock Prices Fall Steeply Instability Of Market Is Cited 
1988-01-13,Deadline Extended For Farm Crude Oil Refunds 
1988-01-14,Crude Oil Futures Finish Slightly Lower 
1988-01-14,Texaco Inc May Owe 65 Million In Taxes 
1988-01-16,Iran May Cut Back Oil Production Jack Anderson 
1988-01-16,Iran May Finally Cut Oil Production 
1988-01-18,Saudi Decision To Cut Oil Prices Could Hurt Opec Us Industry
1988-01-18,Washington MerryGoRound Iranians May Finally Cut Back Oil 
1988-01-20,Crude Oil Refund Deadline Extended 
1988-01-20,Iran May Cut Back On Oil Production 
1988-01-27,Weak Prices Of Oil Push Usx Into Red 
1988-01-28,Uncertainty Over Oil Outlook Big Us Price Fall Likely 
1988-01-29,Bank Of America Foresees Volatile Oil Price 
1988-02-03,Tanker Flips Spills Crude Oil 
1988-02-04,Heating Oil Leads Rally Of Oil Prices 
1988-02-05,Further Oil Leakage Unlikely 
1988-02-08,Oil Prices To Stay Low I Energy Experts Predict 
1988-02-10,Oil Firm Buys Owner Of Local Refinery 
1988-02-11,Iranian Vessels Attack Set Norwegian Supertanker 
1988-02-11,Petronas Receives Report On Crude Oil 
1988-02-17,The Tactics Behind The Petrol War 
1988-02-22,Crude Oil Breaks Down Faster In Our Waters 
1988-02-22,Saudis May Buy Chunk Of Texaco 
1988-02-23,Texaco Settles Agrees To Pay Billion 
1988-02-24,Opec Nations Seek Stakes In European Refineries 
1988-02-25,Oil Prices Dip After Early Rally 
1988-02-26,Oil Prices Plunge About 85 Cents A Barrel 
1988-02-26,Oil Prices Skid Amid Rising Panic 
1988-02-26,Prices Drop On Crude Oil 
1988-02-26,Saudis Plan To Refine Oil In Us And Europe 
1988-02-26,Saudis Planning To Refine Oil Overseas 
1988-02-27,Oil Shares Are Rocked As North Sea Crude Price Falls Below 15
1988-02-28,India May Be SelfSufficient In Oil By 1990 
1988-02-29,Oil Prices Decline To Below 15 
1988-03-01,Rumors Cause Oil Prices To Tumble 
1988-03-02,Kansas Oil Price Drops By 50 Cents 
1988-03-02,Oil Price Shoots Up On World Market 
1988-03-03,Crude Oil Prices Continue To Tumble 
1988-03-03,Oil Prices Soften After Recovering 
1988-03-04,The Pumps Petrol Prices Planned Crude Oil Prices Droner 
1988-03-05,Crude Oil Futures Rebound Slightly Friday 
1988-03-06,Crude Oil Frires Slide 
1988-03-07,Commodities Weekly RoundUp 
1988-03-08,Decline In Oil Prices May Fuel Gas Taxes 
1988-03-09,Oil Price Drop Brings Call For Meetings 
1988-03-09,Opec To Huddle As Crude Prices Plunge 
1988-03-10,Crude Up Refined Mixed 
1988-03-10,Oil Price Drop Prompts Call For Urgent Meetings 
1988-03-10,Oil Report Suppression Denied 
1988-03-10,Oil Reserve Figures Cut 
1988-03-11,Oil Firms Expect Higher Prices Step Up Exploration Efforts 
1988-03-11,Price Slide Near End Oil Analysts Conclude 
1988-03-12,Crude Oil Prices Move Into 16ABarrel Range 
1988-03-12,CrudeOil Prices Advance Further Into 16 Range 
1988-03-14,Pec Oil Output Stays Up For Tear Others May Mi Gap 
1988-03-18,Oil Prices Fall Following Rumours 
1988-03-19,Tanker Spills Crude Oil 
1988-03-22,Cleanup Operations Shut Down At Spill Site 
1988-03-22,Fear Pushes Most Stocks Downward Dollar Alls Gold Climbs 
1988-03-22,Most Of Spilled Oil Recovered 
1988-03-24,Cancellation Of Opec News Meeting Sends Prices Down 
1988-03-24,News Of Opec Meeting Pushes Oil Prices Higher 
1988-03-24,Oil Markets Drop As Opec Delays Briefing 
1988-03-25,Economic Scope The Advocate Sunday Cheaper Oil Weak 
1988-03-26,Increase In Crude Oil Prices 
1988-03-29,Crude Oil Prices Post 10th Straight Advance 
1988-03-31,Crude Oil Prices Rebound 
1988-04-05,1987 Production Of Gas Increases Crude Oil Declines 
1988-04-07,Australia Faces Huge Oil Trade Deficit Warns Apea 
1988-04-07,Indias Oil Output Up Marginally 
1988-04-07,Prices Crude Oil Are Slightly Prices Higher Are Slightly 
1988-04-09,Opec Meet May Look At Sagging Oil Prices 
1988-04-11,Damaged Oil Tanker Stays Off Galveston 
1988-04-11,Speculation On Opec Action Spurs Rise In Crude Oil Prices 
1988-04-12,Oil Prices Go Higher On Rumors Of Output Limits 
1988-04-12,Oil Prices Jump As Opec Speculation Incites Action 
1988-04-12,Oil Tanker Explodes 
1988-04-12,Opec Move Expected Oil Prices Jump Higher 
1988-04-12,Opec Plan To Curb Output Fuels Oil Prices Leap 
1988-04-12,Opec Rumors Fuel Jump In Oil Prices 
1988-04-12,Speculation On Opec Gives Oil Prices A Jolt 
1988-04-13,Oil Speculation Boosts Pound 
1988-04-14,Opec Output Rises In March 
1988-04-14,West Durns Mure More Of Opecs Higher Output 
1988-04-18,Crude Oil Production Expected To Rise In 90s 
1988-04-18,Energy Demand Seen Increasing 
1988-04-18,Energy Forecast Domestic Oil Production Natural Gas Demand 
1988-04-18,Nation Natural Gas Demand Predicted To Rise 
1988-04-19,Oil Prices Surge On Gulf Tensions 
1988-04-19,Oil Prices Surge On Persian Gulf Tensions 
1988-04-19,Oil Rrces Surge Un Persian Gun Tension Hi I In 
1988-04-21,Refund Deadline June 30 
1988-04-26,Man Attempts To Catch Bird Covered With Crude Oil Volunteer 
1988-04-26,Oil Companies Report Huge Profits 
1988-04-26,Spill Threatens Wildlife Haven 
1988-04-28,Brower Opec Scheming Should Not Be Taken Lightly 
1988-04-28,Caltex Being Denied FreeMarket Bas Oil 
1988-04-28,Metal Futures Rise Oil Futures Fall As Opec Meets 
1988-04-29,Opec Divided Over Plan 
1988-04-29,Opec Talks Fail To Reach Accord On Production Cuts 
1988-04-29,Shell Admits Wrong In Bird Refuge Oil Spill 
1988-04-30,Opec Members Tentatively Agree To Production Cuts 
1988-05-01,200 Animals Said Killed By Oil Spill 
1988-05-01,Massive Calif Oil Spill Endangers Wildlife 
1988-05-01,Oil Spill In California Menaces Birds Fish 
1988-05-01,Oil Spill Menaces Wildlife Sanctuary Fishing 
1988-05-02,Oil Prices Drop As Opec Alliance Bid Fails Key Us Crude 
1988-05-02,Oil Prices Tumble But Not To Levels Preceding Opecs Meeting
1988-05-03,Oil Prices Decline As Opec Rejects Cut 
1988-05-04,World Oil Prices Stabilizing 
1988-05-05,Oil Prices Stabilise On World Markets 
1988-05-09,Oil Prices Continue Mixed 
1988-05-10,Crude Oil Nrice Slides Higher 
1988-05-16,Court To Hear Oil Company Case 
1988-05-19,Crude Oil Imports Rise 241 Percent 
1988-05-19,Oil Imports Up 
1988-05-22,Gas Gives Ailing Southwest Economic Hope By Howard 
1988-05-22,Oil Firms Profits Rise 
1988-05-25,News Digest Indonesia Supplies More Oil 
1988-05-28,Oil Traders Looking For Clues 
1988-06-08,Oil Cartel Expected To Focus On Internal Issues 
1988-06-08,Why Forward Planning Important For Oil Firms 
1988-06-09,Opec Countries Eye Change In Production Quotas 
1988-06-11,Opec Set To Grapple With Oil Glut Production Cuts Prices 
1988-06-13,Victoria Texas 77901 Oil Group Adjourns For Informal Talks 
1988-06-14,Investigators Seek Cause Of Oil Tank Fire By Thomas Wills 
1988-06-14,Opec Nations Except Iraq Agree To Extend Oil Production 
1988-06-15,Dpec Extends Urrent Quota Agreement 
